date,Show_name,Show_theatre,This_Week_Gross,Difference,Average_ticket,Top_ticket,Seats_Sold,Seats_in_theater,Perfs,Previews,%cap,diff_cap,date_type,show_type
2022-05-22,American Buffalo,Circle in the Square Theatre,"$555,265.40","$19,101.50",$114.94,$299.50,"4,831",751,8,0,80.41%,-0.62%,post,Play
2022-05-22,Beetlejuice,Marquis Theatre,"$903,330.50","$16,559.00",$111.28,$249.00,"8,118","1,602",8,0,63.34%,0.40%,post,Musical
2022-05-22,Birthday Candles,American Airlines Theatre,"$270,637.00","$3,840.00",$70.55,$197.00,"3,836",727,8,0,65.96%,1.71%,post,Play
2022-05-22,Chicago,Ambassador Theatre,"$718,799.79","$50,854.14",$96.22,$207.00,"7,470","1,080",8,0,86.46%,6.09%,post,Musical
2022-05-22,Come From Away,Gerald Schoenfeld Theatre,"$480,469.98","$11,960.74",$94.77,$247.00,"5,070","1,046",8,0,60.59%,0.26%,post,Musical
2022-05-22,Company,Bernard B. Jacobs Theatre,"$726,009.70","$6,041.61",$113.58,$327.00,"6,392","1,046",8,0,76.39%,-7.55%,post,Musical
2022-05-22,Dear Evan Hansen,Music Box Theatre,"$547,243.50","$24,479.61",$95.64,$248.00,"5,722",984,8,0,72.69%,-1.42%,post,Musical
2022-05-22,for colored girls who have considered suicide/when the rainbow is enuf,Booth Theatre,"$339,177.40","$89,823.80",$76.64,$223.00,"4,443",773,8,0,71.85%,6.18%,post,Play
2022-05-22,Funny Girl,August Wilson Theatre,"$1,319,771.50","$3,314.50",$138.38,$0.00,"9,537","1,219",8,0,97.80%,-0.89%,post,Musical
2022-05-22,Girl From the North Country,Belasco Theatre,"$304,809.00","$15,504.00",$84.55,$197.00,"3,605",798,8,0,56.47%,-5.26%,post,Musical
2022-05-22,Hadestown,Walter Kerr Theatre,"$1,040,274.25","$96,705.50",$140.62,$0.00,"7,398",918,8,0,100.74%,1.15%,post,Musical
2022-05-22,Hamilton,Richard Rodgers Theatre,"$2,266,325.00","$213,073.00",$222.84,$449.00,"10,170","1,324",8,0,96.02%,-0.54%,post,Musical
2022-05-22,Hangmen,John Golden Theatre,"$306,867.91","$18,431.83",$98.07,$223.00,"3,129",802,8,0,48.77%,1.05%,post,Play
2022-05-22,Harry Potter and the Cursed Child,Lyric Theatre,"$1,332,544.50","$169,445.40",$116.97,$276.50,"11,392","1,622",8,0,87.79%,8.97%,post,Play
2022-05-22,How I Learned to Drive,Samuel J. Friedman Theatre,"$370,367.00","$5,442.00",$87.35,$299.00,"4,240",637,8,0,83.20%,-1.98%,post,Play
2022-05-22,Macbeth,Longacre Theatre,"$1,353,699.50","$120,212.08",$166.40,$497.00,"8,135","1,051",8,0,96.75%,-1.47%,post,Play
2022-05-22,MJ The Musical,Neil Simon Theatre,"$1,464,625.80","$112,482.60",$135.90,$250.00,"10,777","1,387",8,0,97.13%,2.79%,post,Musical
2022-05-22,Moulin Rouge! The Musical,Al Hirschfeld Theatre,"$1,369,261.65","$831,556.25",$138.37,$0.00,"9,896","1,300",8,0,95.15%,3.80%,post,Musical
2022-05-22,Mr. Saturday Night,Nederlander Theatre,"$818,982.00","-$39,865.00",$141.35,$299.00,"5,794","1,191",7,0,69.50%,-8.69%,post,Musical
2022-05-22,Mrs. Doubtfire,Stephen Sondheim Theatre,"$509,975.00","$114,296.00",$83.55,$227.00,"6,104","1,034",8,0,73.79%,10.66%,post,Musical
2022-05-22,Paradise Square,Ethel Barrymore Theatre,"$241,952.40","$6,348.40",$53.74,$248.00,"4,502",982,8,0,57.31%,-12.55%,post,Musical
2022-05-22,Plaza Suite,Hudson Theatre,"$1,647,507.00","$27,696.10",$213.21,$549.00,"7,727",975,8,0,99.06%,0.09%,post,Play
2022-05-22,"POTUS: Or, Behind Every Great Dumbass Are Seven Women Trying to Keep Him Alive",Sam S. Shubert Theatre,"$529,449.19","$67,584.94",$79.21,$248.00,"6,684","1,451",8,0,57.58%,3.08%,post,Play
2022-05-22,SIX: The Musical,Lena Horne Theatre,"$1,283,416.00","$92,735.00",$157.88,$249.00,"8,129","1,031",8,0,98.56%,-0.24%,post,Musical
2022-05-22,Take Me Out,Helen Hayes Theater,"$540,659.45","$65,708.22",$120.07,$299.00,"4,503",581,8,0,96.88%,6.28%,post,Play
2022-05-22,The Book of Mormon,Eugene O'Neill Theatre,"$1,021,148.45","$80,117.80",$126.38,$0.00,"8,080","1,066",8,0,94.75%,4.71%,post,Musical
2022-05-22,The Lion King,Minskoff Theatre,"$1,771,357.00","$134,429.00",$136.16,$199.00,"13,009","1,696",8,0,95.88%,2.58%,post,Musical
2022-05-22,The Minutes,Studio 54,"$342,174.00","-$44,724.00",$91.66,$195.00,"3,733",667,8,0,69.96%,-2.94%,post,Play
2022-05-22,The Music Man,Winter Garden Theatre,"$3,487,855.20","$110,301.16",$283.20,$597.00,"12,316","1,525",8,0,100.95%,0.39%,post,Musical
2022-05-22,The Phantom of the Opera,Majestic Theatre,"$892,439.04","$164,356.78",$97.01,$247.00,"9,199","1,605",8,0,71.64%,11.64%,post,Musical
2022-05-22,The Skin of Our Teeth,Vivian Beaumont Theater,"$164,479.00","$48,734.00",$59.42,$225.00,"2,768","1,058",6,0,43.60%,-1.22%,post,Play
2022-05-22,Tina: The Tina Turner Musical,Lunt-Fontanne Theatre,"$1,013,155.50","-$1,966.50",$119.94,$249.00,"8,447","1,478",8,0,71.44%,-1.51%,post,Musical
2022-05-22,Wicked,Gershwin Theatre,"$1,572,052.00","$210,679.00",$123.26,$230.00,"12,754","1,807",8,0,88.23%,11.86%,post,Musical
2022-05-15,A Strange Loop,Lyceum Theatre,"$690,667.95","$213,870.95",$104.82,$287.00,"6,589",922,8,0,89.33%,22.02%,post,Musical
2022-05-15,Aladdin,New Amsterdam Theatre,"$998,162.79","-$93,222.76",$78.12,$199.50,"12,777","1,727",8,0,92.48%,-2.50%,post,Musical
2022-05-15,American Buffalo,Circle in the Square Theatre,"$536,163.90","$21,662.27",$110.14,$299.50,"4,868",751,8,0,81.03%,3.03%,post,Play
2022-05-15,Beetlejuice,Marquis Theatre,"$886,771.50","-$13,851.00",$109.93,$249.00,"8,067","1,602",8,0,62.94%,0.19%,post,Musical
2022-05-15,Birthday Candles,American Airlines Theatre,"$266,797.00","$2,721.00",$71.39,$197.00,"3,737",727,8,0,64.25%,1.94%,post,Play
2022-05-15,Chicago,Ambassador Theatre,"$667,945.65","-$16,328.75",$96.19,$207.00,"6,944","1,080",8,0,80.37%,-2.37%,post,Musical
2022-05-15,Come From Away,Gerald Schoenfeld Theatre,"$468,509.24","-$4,797.44",$92.81,$247.00,"5,048","1,046",8,0,60.33%,1.46%,post,Musical
2022-05-15,Company,Bernard B. Jacobs Theatre,"$719,968.09","$102,851.36",$102.50,$327.00,"7,024","1,046",8,0,83.94%,17.46%,post,Musical
2022-05-15,Dear Evan Hansen,Music Box Theatre,"$522,763.89","$33,759.39",$89.61,$248.00,"5,834",984,8,0,74.11%,5.58%,post,Musical
2022-05-15,for colored girls who have considered suicide/when the rainbow is enuf,Booth Theatre,"$249,353.60","$90,260.70",$61.40,$223.00,"4,061",773,8,0,65.67%,26.52%,post,Play
2022-05-15,Funny Girl,August Wilson Theatre,"$1,316,457.00","-$66,398.75",$136.79,$0.00,"9,624","1,219",8,0,98.69%,1.15%,post,Musical
2022-05-15,Girl From the North Country,Belasco Theatre,"$289,305.00","$14,523.50",$73.41,$197.00,"3,941",798,8,0,61.73%,9.40%,post,Musical
2022-05-15,Hadestown,Walter Kerr Theatre,"$943,568.75","$87,040.25",$129.01,$0.00,"7,314",918,8,0,99.59%,1.43%,post,Musical
2022-05-15,Hamilton,Richard Rodgers Theatre,"$2,053,252.00","-$49,768.00",$200.75,$449.00,"10,228","1,324",8,0,96.56%,2.04%,post,Musical
2022-05-15,Hangmen,John Golden Theatre,"$288,436.08","$35,892.64",$94.20,$223.00,"3,062",802,8,0,47.72%,7.18%,post,Play
2022-05-15,Harry Potter and the Cursed Child,Lyric Theatre,"$1,163,099.10","-$14,821.70",$113.72,$299.00,"10,228","1,622",8,0,78.82%,-1.84%,post,Play
2022-05-15,How I Learned to Drive,Samuel J. Friedman Theatre,"$364,925.00","$47,908.00",$84.06,$299.00,"4,341",637,8,0,85.18%,2.35%,post,Play
2022-05-15,Macbeth,Longacre Theatre,"$1,233,487.42","-$132,111.08",$170.70,$497.00,"7,226","1,051",7,0,98.22%,2.16%,post,Play
2022-05-15,MJ The Musical,Neil Simon Theatre,"$1,352,143.20",-$445.80,$129.17,$250.00,"10,468","1,387",8,0,94.34%,4.46%,post,Musical
2022-05-15,Moulin Rouge! The Musical,Al Hirschfeld Theatre,"$537,705.40","-$1,054,792.10",$113.20,$0.00,"4,750","1,300",4,0,91.35%,-7.91%,post,Musical
2022-05-15,Mr. Saturday Night,Nederlander Theatre,"$858,847.00","$293,435.50",$131.75,$299.00,"6,519","1,191",7,0,78.19%,10.05%,post,Musical
2022-05-15,Mrs. Doubtfire,Stephen Sondheim Theatre,"$395,679.00","-$81,453.00",$75.77,$227.00,"5,222","1,034",8,0,63.13%,-5.90%,post,Musical
2022-05-15,Paradise Square,Ethel Barrymore Theatre,"$235,604.00","$41,934.70",$42.93,$248.00,"5,488",982,8,0,69.86%,8.71%,post,Musical
2022-05-15,Plaza Suite,Hudson Theatre,"$1,619,810.90","-$48,972.20",$209.82,$549.00,"7,720",975,8,0,98.97%,-0.47%,post,Play
2022-05-15,"POTUS: Or, Behind Every Great Dumbass Are Seven Women Trying to Keep Him Alive",Sam S. Shubert Theatre,"$461,864.25","$81,190.75",$73.01,$248.00,"6,326","1,451",8,0,54.50%,5.32%,post,Play
2022-05-15,SIX: The Musical,Lena Horne Theatre,"$1,190,681.00","$28,167.00",$146.11,$249.00,"8,149","1,031",8,0,98.80%,2.36%,post,Musical
2022-05-15,Take Me Out,Helen Hayes Theater,"$474,951.23","$123,041.53",$112.79,$299.00,"4,211",581,8,0,90.60%,8.99%,post,Play
2022-05-15,The Book of Mormon,Eugene O'Neill Theatre,"$941,030.65","$35,277.94",$122.55,$0.00,"7,679","1,066",8,0,90.04%,-2.30%,post,Musical
2022-05-15,The Lion King,Minskoff Theatre,"$1,636,928.00","-$79,253.00",$129.31,$199.00,"12,659","1,696",8,0,93.30%,-3.95%,post,Musical
2022-05-15,The Minutes,Studio 54,"$386,898.00","$40,615.00",$99.46,$195.00,"3,890",667,8,0,72.90%,3.63%,post,Play
2022-05-15,The Music Man,Winter Garden Theatre,"$3,377,554.04","-$54,103.04",$275.31,$597.00,"12,268","1,525",8,0,100.56%,0.96%,post,Musical
2022-05-15,The Phantom of the Opera,Majestic Theatre,"$728,082.26","-$14,225.94",$94.51,$247.00,"7,704","1,605",8,0,60.00%,-1.11%,post,Musical
2022-05-15,The Skin of Our Teeth,Vivian Beaumont Theater,"$115,745.00","-$58,736.00",$48.82,$225.00,"2,371","1,058",5,0,44.82%,5.78%,post,Play
2022-05-15,Tina: The Tina Turner Musical,Lunt-Fontanne Theatre,"$1,015,122.00","-$50,456.30",$117.68,$249.00,"8,626","1,478",8,0,72.95%,-0.58%,post,Musical
2022-05-15,Wicked,Gershwin Theatre,"$1,361,373.00","$20,246.00",$123.31,$230.00,"11,040","1,807",8,0,76.37%,-1.55%,post,Musical
2022-05-08,A Strange Loop,Lyceum Theatre,"$476,797.00","$61,521.50",$96.03,$248.00,"4,965",922,8,0,67.31%,-8.76%,post,Musical
2022-05-08,Aladdin,New Amsterdam Theatre,"$1,091,385.55","$125,858.37",$83.17,$199.50,"13,123","1,727",8,0,94.98%,4.39%,post,Musical
2022-05-08,American Buffalo,Circle in the Square Theatre,"$514,501.63","-$14,344.67",$109.80,$299.50,"4,686",751,8,0,78.00%,0.94%,post,Play
2022-05-08,Beetlejuice,Marquis Theatre,"$900,622.50","$24,883.90",$111.99,$249.00,"8,042","1,602",8,0,62.75%,5.51%,post,Musical
2022-05-08,Birthday Candles,American Airlines Theatre,"$264,076.00","-$22,311.00",$72.87,$197.00,"3,624",727,8,0,62.31%,-5.16%,post,Play
2022-05-08,Chicago,Ambassador Theatre,"$684,274.40","$99,173.15",$95.72,$207.00,"7,149","1,080",8,0,82.74%,10.68%,post,Musical
2022-05-08,Come From Away,Gerald Schoenfeld Theatre,"$473,306.68","$27,212.28",$96.08,$247.00,"4,926","1,046",8,0,58.87%,-2.10%,post,Musical
2022-05-08,Company,Bernard B. Jacobs Theatre,"$617,116.73","-$43,105.98",$110.93,$327.00,"5,563","1,046",8,0,66.48%,0.14%,post,Musical
2022-05-08,Dear Evan Hansen,Music Box Theatre,"$489,004.50","$14,396.80",$90.64,$248.00,"5,395",984,8,0,68.53%,4.16%,post,Musical
2022-05-08,for colored girls who have considered suicide/when the rainbow is enuf,Booth Theatre,"$159,092.90","-$91,081.60",$65.71,$223.00,"2,421",773,8,0,39.15%,-11.77%,post,Play
2022-05-08,Funny Girl,August Wilson Theatre,"$1,382,855.75","$266,382.80",$145.38,$0.00,"9,512","1,219",8,0,97.54%,0.58%,post,Musical
2022-05-08,Girl From the North Country,Belasco Theatre,"$274,781.50","$142,825.00",$82.25,$197.00,"3,341",798,8,0,52.33%,-3.88%,post,Musical
2022-05-08,Hadestown,Walter Kerr Theatre,"$856,528.50","$4,841.50",$118.81,$0.00,"7,209",918,8,0,98.16%,2.79%,post,Musical
2022-05-08,Hamilton,Richard Rodgers Theatre,"$2,103,020.00","$11,287.00",$210.05,$449.00,"10,012","1,324",8,0,94.52%,3.39%,post,Musical
2022-05-08,Hangmen,John Golden Theatre,"$252,543.44","-$41,489.56",$97.09,$223.00,"2,601",802,8,0,40.54%,-15.06%,post,Play
2022-05-08,Harry Potter and the Cursed Child,Lyric Theatre,"$1,177,920.80","$81,968.80",$112.55,$299.00,"10,466","1,622",8,0,80.66%,9.89%,post,Play
2022-05-08,How I Learned to Drive,Samuel J. Friedman Theatre,"$317,017.00","$5,987.00",$75.10,$299.00,"4,221",637,8,0,82.83%,-13.72%,post,Play
2022-05-08,Macbeth,Longacre Theatre,"$1,365,598.50","$394,861.50",$169.07,$497.00,"8,077","1,051",8,0,96.06%,-3.34%,post,Play
2022-05-08,MJ The Musical,Neil Simon Theatre,"$1,352,589.00","$125,763.90",$135.63,$250.00,"9,973","1,387",8,0,89.88%,5.44%,post,Musical
2022-05-08,Moulin Rouge! The Musical,Al Hirschfeld Theatre,"$1,592,497.50","$172,652.90",$154.27,$0.00,"10,323","1,300",8,0,99.26%,4.03%,post,Musical
2022-05-08,Mr. Saturday Night,Nederlander Theatre,"$565,411.50","-$145,857.70",$139.33,$299.00,"4,058","1,191",5,0,68.14%,-15.91%,post,Musical
2022-05-08,Mrs. Doubtfire,Stephen Sondheim Theatre,"$477,132.00","$55,678.00",$83.56,$227.00,"5,710","1,034",8,0,69.03%,5.10%,post,Musical
2022-05-08,Paradise Square,Ethel Barrymore Theatre,"$193,669.30","-$12,892.50",$40.31,$248.00,"4,804",982,8,0,61.15%,6.87%,post,Musical
2022-05-08,Plaza Suite,Hudson Theatre,"$1,668,783.10","$12,709.50",$215.16,$549.00,"7,756",975,8,0,99.44%,0.81%,post,Play
2022-05-08,"POTUS: Or, Behind Every Great Dumbass Are Seven Women Trying to Keep Him Alive",Sam S. Shubert Theatre,"$380,673.50","$50,256.58",$66.68,$248.00,"5,709","1,451",8,0,49.18%,-27.39%,post,Play
2022-05-08,SIX: The Musical,Lena Horne Theatre,"$1,162,514.00","$78,644.00",$146.15,$249.00,"7,954","1,031",8,0,96.44%,7.22%,post,Musical
2022-05-08,Take Me Out,Helen Hayes Theater,"$351,909.70","-$57,013.05",$105.30,$199.00,"3,342",585,7,0,81.61%,-5.63%,post,Play
2022-05-08,The Book of Mormon,Eugene O'Neill Theatre,"$905,752.71","$48,571.74",$115.02,$0.00,"7,875","1,066",8,0,92.34%,6.61%,post,Musical
2022-05-08,The Lion King,Minskoff Theatre,"$1,716,181.00","$80,784.00",$130.06,$199.00,"13,195","1,696",8,0,97.25%,3.67%,post,Musical
2022-05-08,The Little Prince,Broadway Theatre,"$330,668.47","$97,860.47",$53.07,$247.00,"6,231","1,472",8,0,52.91%,27.01%,post,Special
2022-05-08,The Minutes,Studio 54,"$346,283.00","-$28,529.00",$93.69,$195.00,"3,696",667,8,0,69.27%,-6.74%,post,Play
2022-05-08,The Music Man,Winter Garden Theatre,"$3,431,657.08","$116,986.52",$282.42,$597.00,"12,151","1,525",8,0,99.60%,1.61%,post,Musical
2022-05-08,The Phantom of the Opera,Majestic Theatre,"$742,308.20","$117,127.78",$94.60,$247.00,"7,847","1,605",8,0,61.11%,9.18%,post,Musical
2022-05-08,The Skin of Our Teeth,Vivian Beaumont Theater,"$174,481.00","$33,370.00",$52.81,$225.00,"3,304","1,058",8,0,39.04%,-8.27%,post,Play
2022-05-08,Tina: The Tina Turner Musical,Lunt-Fontanne Theatre,"$1,065,578.30","$193,232.80",$122.56,$249.00,"8,694","1,478",8,0,73.53%,14.13%,post,Musical
2022-05-08,Wicked,Gershwin Theatre,"$1,341,127.00","$144,364.00",$119.06,$230.00,"11,264","1,807",8,0,77.92%,4.53%,post,Musical
2022-05-01,A Strange Loop,Lyceum Theatre,"$415,275.50","$29,315.50",$74.01,$248.00,"5,611",922,7,1,76.07%,-3.91%,post,Musical
2022-05-01,Aladdin,New Amsterdam Theatre,"$965,527.18","-$352,695.71",$77.14,$199.50,"12,516","1,727",8,0,90.59%,-7.13%,post,Musical
2022-05-01,American Buffalo,Circle in the Square Theatre,"$528,846.30","-$67,979.60",$114.22,$299.50,"4,630",751,8,0,77.06%,-10.51%,post,Play
2022-05-01,Beetlejuice,Marquis Theatre,"$875,738.60","-$492,698.10",$119.38,$249.00,"7,336","1,602",8,0,57.24%,-23.42%,post,Musical
2022-05-01,Birthday Candles,American Airlines Theatre,"$286,387.00","-$13,869.00",$72.98,$197.00,"3,924",727,8,0,67.47%,-5.74%,post,Play
2022-05-01,Chicago,Ambassador Theatre,"$585,101.25","-$128,776.05",$93.98,$207.00,"6,226","1,080",8,0,72.06%,-9.95%,post,Musical
2022-05-01,Come From Away,Gerald Schoenfeld Theatre,"$446,094.40","-$122,347.38",$87.44,$247.00,"5,102","1,046",8,0,60.97%,-14.75%,post,Musical
2022-05-01,Company,Bernard B. Jacobs Theatre,"$660,222.71","-$12,376.04",$118.94,$327.00,"5,551","1,046",8,0,66.34%,-4.72%,post,Musical
2022-05-01,Dear Evan Hansen,Music Box Theatre,"$474,607.70","-$216,565.80",$93.67,$248.00,"5,067",984,8,0,64.37%,-16.40%,post,Musical
2022-05-01,for colored girls who have considered suicide/when the rainbow is enuf,Booth Theatre,"$250,174.50","$105,797.54",$79.45,$223.00,"3,149",773,8,0,50.92%,-10.98%,post,Play
2022-05-01,Funny Girl,August Wilson Theatre,"$1,116,472.95","-$31,174.55",$118.07,$0.00,"9,456","1,219",8,0,96.96%,-3.43%,post,Musical
2022-05-01,Girl From the North Country,Belasco Theatre,"$131,956.50",$0.00,$78.41,$197.00,"1,683",998,3,0,56.21%,0.00%,post,Musical
2022-05-01,Hadestown,Walter Kerr Theatre,"$851,687.00","-$161,585.10",$121.60,$0.00,"7,004",918,8,0,95.37%,-4.67%,post,Musical
2022-05-01,Hamilton,Richard Rodgers Theatre,"$2,091,733.00","-$353,460.00",$216.69,$449.00,"9,653","1,324",8,0,91.13%,-9.05%,post,Musical
2022-05-01,Hangmen,John Golden Theatre,"$294,033.00","$41,598.50",$82.43,$223.00,"3,567",802,8,0,55.60%,-18.65%,post,Play
2022-05-01,Harry Potter and the Cursed Child,Lyric Theatre,"$1,095,952.00","-$588,257.60",$119.35,$299.00,"9,183","1,622",8,0,70.77%,-19.48%,post,Play
2022-05-01,How I Learned to Drive,Samuel J. Friedman Theatre,"$311,030.00","$45,200.00",$72.25,$299.00,"4,305",637,7,0,96.55%,6.78%,post,Play
2022-05-01,Macbeth,Longacre Theatre,"$970,737.00","-$314,446.00",$132.74,$497.00,"7,313","1,051",4,3,99.40%,-0.27%,post,Play
2022-05-01,MJ The Musical,Neil Simon Theatre,"$1,226,825.10","-$219,533.50",$130.95,$250.00,"9,369","1,387",8,0,84.44%,-10.86%,post,Musical
2022-05-01,Moulin Rouge! The Musical,Al Hirschfeld Theatre,"$1,419,844.60","-$49,586.90",$143.36,$0.00,"9,904","1,300",8,0,95.23%,-1.87%,post,Musical
2022-05-01,Mr. Saturday Night,Nederlander Theatre,"$711,269.20","-$58,959.80",$118.43,$299.00,"6,006","1,191",5,1,84.05%,-5.96%,post,Musical
2022-05-01,Mrs. Doubtfire,Stephen Sondheim Theatre,"$421,454.00","-$210,475.00",$79.70,$227.00,"5,288","1,034",8,0,63.93%,-21.64%,post,Musical
2022-05-01,Paradise Square,Ethel Barrymore Theatre,"$206,561.80","-$46,811.94",$48.49,$248.00,"4,260",981,8,0,54.28%,-6.77%,post,Musical
2022-05-01,Plaza Suite,Hudson Theatre,"$1,656,073.60","-$28,651.40",$215.27,$549.00,"7,693",975,8,0,98.63%,-0.45%,post,Play
2022-05-01,"POTUS: Or, Behind Every Great Dumbass Are Seven Women Trying to Keep Him Alive",Sam S. Shubert Theatre,"$330,416.92","$17,049.67",$37.18,$248.00,"8,888","1,451",6,2,76.57%,7.11%,post,Play
2022-05-01,SIX: The Musical,Lena Horne Theatre,"$1,083,870.00","-$203,503.00",$147.28,$249.00,"7,359","1,031",8,0,89.22%,-8.84%,post,Musical
2022-05-01,Take Me Out,Helen Hayes Theater,"$408,922.75","-$15,363.90",$100.15,$199.00,"4,083",585,8,0,87.24%,-3.89%,post,Play
2022-05-01,The Book of Mormon,Eugene O'Neill Theatre,"$857,180.97","-$161,138.85",$117.25,$0.00,"7,311","1,066",8,0,85.73%,-7.89%,post,Musical
2022-05-01,The Lion King,Minskoff Theatre,"$1,635,397.00","-$365,424.00",$128.80,$199.00,"12,697","1,696",8,0,93.58%,-5.26%,post,Musical
2022-05-01,The Little Prince,Broadway Theatre,"$232,808.00","-$48,078.75",$76.33,$247.00,"3,050","1,472",8,0,25.90%,-1.62%,post,Special
2022-05-01,The Minutes,Studio 54,"$374,812.00","-$26,283.00",$92.41,$195.00,"4,056",667,8,0,76.01%,-4.91%,post,Play
2022-05-01,The Music Man,Winter Garden Theatre,"$3,314,670.56","-$149,717.84",$277.26,$597.00,"11,955","1,525",8,0,97.99%,-1.82%,post,Musical
2022-05-01,The Phantom of the Opera,Majestic Theatre,"$625,180.42","-$225,759.22",$93.76,$247.00,"6,668","1,605",8,0,51.93%,-13.10%,post,Musical
2022-05-01,The Skin of Our Teeth,Vivian Beaumont Theater,"$141,111.00","-$33,769.00",$35.24,$225.00,"4,004","1,058",8,0,47.31%,-7.70%,post,Play
2022-05-01,Tina: The Tina Turner Musical,Lunt-Fontanne Theatre,"$872,345.50","-$97,486.50",$124.19,$249.00,"7,024","1,478",8,0,59.40%,-9.34%,post,Musical
2022-05-01,Wicked,Gershwin Theatre,"$1,196,763.00","-$711,881.00",$112.81,$230.00,"10,609","1,807",8,0,73.39%,-23.17%,post,Musical
2022-04-24,A Strange Loop,Lyceum Theatre,"$385,960.00","$183,557.50",$65.43,$223.00,"5,899",922,0,8,79.98%,5.25%,post,Musical
2022-04-24,Aladdin,New Amsterdam Theatre,"$1,318,222.89","-$419,632.59",$97.64,$199.50,"13,501","1,727",8,0,97.72%,0.90%,post,Musical
2022-04-24,American Buffalo,Circle in the Square Theatre,"$596,825.90","$53,112.00",$113.44,$299.50,"5,261",751,8,0,87.57%,-7.85%,post,Play
2022-04-24,Beetlejuice,Marquis Theatre,"$1,368,436.70","-$89,281.30",$132.37,$249.00,"10,338","1,602",8,0,80.66%,-15.02%,post,Musical
2022-04-24,Birthday Candles,American Airlines Theatre,"$300,256.00","-$2,702.00",$70.52,$197.00,"4,258",727,8,0,73.21%,-14.69%,post,Play
2022-04-24,Chicago,Ambassador Theatre,"$713,877.30","-$115,342.12",$100.74,$217.00,"7,086","1,080",8,0,82.01%,-10.96%,post,Musical
2022-04-24,Come From Away,Gerald Schoenfeld Theatre,"$568,441.78","-$19,722.68",$89.72,$247.00,"6,336","1,046",8,0,75.72%,-4.19%,post,Musical
2022-04-24,Company,Bernard B. Jacobs Theatre,"$672,598.75","-$19,129.09",$113.12,$327.00,"5,946","1,046",8,0,71.06%,-4.35%,post,Musical
2022-04-24,Dear Evan Hansen,Music Box Theatre,"$691,173.50","-$67,404.10",$108.71,$248.00,"6,358",984,8,0,80.77%,-3.86%,post,Musical
2022-04-24,for colored girls who have considered suicide/when the rainbow is enuf,Booth Theatre,"$144,376.96","$14,017.62",$37.72,$223.00,"3,828",773,3,5,61.90%,0.92%,post,Play
2022-04-24,Funny Girl,August Wilson Theatre,"$1,147,647.50","-$267,438.00",$117.23,$0.00,"9,790","1,219",1,7,100.39%,0.31%,post,Musical
2022-04-24,Hadestown,Walter Kerr Theatre,"$1,013,272.10","-$31,067.30",$137.92,$0.00,"7,347",918,8,0,100.04%,0.58%,post,Musical
2022-04-24,Hamilton,Richard Rodgers Theatre,"$2,445,193.00","-$8,126.00",$230.44,$449.00,"10,611","1,324",8,0,100.18%,-0.25%,post,Musical
2022-04-24,Hangmen,John Golden Theatre,"$252,434.50","$43,239.40",$52.99,$223.00,"4,764",802,4,4,74.25%,4.55%,post,Play
2022-04-24,Harry Potter and the Cursed Child,Lyric Theatre,"$1,684,209.60","-$280,455.40",$143.81,$299.00,"11,711","1,622",8,0,90.25%,-8.53%,post,Play
2022-04-24,How I Learned to Drive,Samuel J. Friedman Theatre,"$265,830.00","$27,940.00",$66.41,$299.00,"4,003",637,7,0,89.77%,5.35%,post,Play
